,text,label,clean_teks
411,Akselerasinya seGILA itu yaa mobil listrik tu ,Positive,akselerasi gila yaa mobil listrik
412,Pak Presiden KorSel nya happy mobil listrik nya dipakai sebagai kendaraan resmi,Positive,presiden korsel senang mobil listrik pakai kendara resmi
413,daripada beli mobil listrik buat g20 buat gengsigengsian kenapa ga beli helikopter ajaa gausah ada blokadeblokadean jalan bikin macet,Negative,beli mobil listrik gengsigengsian beli helikopter ajaa blokadeblokadean jalan bikin macet
414,Kalau memang serius mau konversi ke zero emisi mobil/motor listrik kasi free setaun masuk tol parkir gratis Dijamin,Positive,serius konversi zero emisi mobilmotor listrik kasih free taun masuk tol parkir gratis jamin
415,Harga mobil listrik bisa sampe 300 jutaan Kenapa gak pertimbangkan pasang PLTS aja dirumah Jauh lebih murah Hanya 1020 persen dari harga mobil listrik Bisa hemat tagihan listrik selamanya,Negative,harga mobil listrik juta timbang pasang plts rumah murah persen harga mobil listrik hemat tagih listrik
416,Wah pengembangan mobil listrik tentu bakal membawa perubahaan yg baik,Positive,kembang mobil listrik bawa perubahaan
417,Mobil listrik ini ada yg pake solar panel gk ya Biar jadi energi konstan Tapi nnti PLN gimana Heee,Negative,mobil listrik pakai solar panel ya biar energi konstan nnti pln heee
418,"jangan dia juga mati listrinya nyindir Indo, listrik ngga siap mau mobil listrik ",Negative,mati listrinya nyindir indonesia listrik mobil listrik
419,Kalo tidak mau merusak alamMULAILAH DARI DIRI SENDIRIKURANGI PEMAKAIN LISTRIKamp,Negative,rusak alammulailah sendirikurangi pemakain listrikamp
420,Pemerintah lagi genjot semua serba listrik mobil/motor 5 thn lagi targetnya Tapi gara2 Elon Musk satire jd ngelag apa gw yg bego bgt Energi bumi menipis arahin semua energi lain Tapi bumi harus save energy trus pake energi apa Menarik ini elite global,Negative,perintah genjot serba listrik mobilmotor target gara elon musk satire ngelag bodoh banget energi bumi tip arahin energi bumi save energy pakai energi tarik elite global
421,Punya mobil listrik dulu baru bole masuk wkwkwk,Negative,mobil listrik masuk
422,Ohhhhhh karena ini banyak aparat bawa mobil listrik,Positive,ohhhhhh aparat bawa mobil listrik
423,mobil listrik di indonesia nanti tu sama kaya kereta uap ga si sama2 dari batubara,Positive,mobil listrik indonesia kaya kereta uap si batubara
424,Pembualll itu yg promoin MOBIL ESEMKAAAA manaaa suara nya skr ko malah pakai Mobil Listrik dasar cebong DUNGU,Negative,pembualll promoin mobil esemkaaaa manaaa suara skr ko pakai mobil listrik dasar cebong dungu
425,Trus mobil listrik banyak itu buat apa,Negative,mobil listrik
426,laaah mobil listrik cuma buat ngawal aja nih,Negative,laaah mobil listrik ngawal nih
427,Hyundai Ioniq 6 First Edition yang diluncurkan dalam unit terbatas langsung habis terjual kurang dari 24 jam Mobil listrik Ioniq 6 ditawarkan untuk  di Jerman Inggris Prancis Norwegia dan Belanda,Positive,hyundai ioniq first edition luncur unit batas langsung habis jual jam mobil listrik ioniq tawar jerman inggris perancis norwegia belanda
428,Yaeyalah  Ogah Pake Mobil Listrik Mrk Takut Mobilnya Tetiba Meleduk  ,Negative,yaeyalah ogah pakai mobil listrik takut mobil tetiba leduk
429,Kapan menangnya manusia lawan mobil kalo begitu mikirnya yak dikalahin mulu soalnya ni takutnya ada yg lg mo kasi jalan buat trend mobil listrik ni makanya jalur sepeda mo dibabat,Negative,menang manusia lawan mobil berfikirnya yak dikalahin mulu ni takut kasih jalan trend mobil listrik ni jalur sepeda babat
430,Bikin Mobil Listrik Justru Bikin Pabrikan Otomotif Ini Tekor,Negative,bikin mobil listrik bikin pabrikan otomotif tekor
431,gagal dong membudidayakan mobil listrik ,Negative,gagal membudidayakan mobil listrik
432,Mobil listrik ramah kantong judulnya,Positive,mobil listrik ramah kantong judul
433,Loooon loon bahas mobil listrik lau aja rumahnya masih mati lampu,Negative,loooon loon bahas mobil listrik kau rumah mati lampu
434,Oyen sih klo di liat liat ad mobil viral itu mobel listrik liat lgi ad cetarbak its mean strabucks,Negative,oyen sih lihat lihat mobil viral mobel listrik lihat cetarbak its mean strabucks
435,Serem bang liat tesla error gitu mana mobil listrik udah kek jet darat kalo lagi akselerasi ,Negative,rem bang lihat tesla error mobil listrik jet darat akselerasi
436,Sabar dikit lah tunggu ESEMKA  dimodifikasi jadi mobil listrik bakal lahir pembalap Nasional,Positive,sabar tunggu esemka modifikasi mobil listrik lahir balap nasional
437,Ngapain masih bikin mobil yg pake BBM,Negative,ngapain bikin mobil pakai bbm
438,biji nikel yg buat mobil listrik kan ya   Yg air sungainya sampe warna merah dan sdl nya jdi terkontaminasi timbal,Negative,biji nikel mobil listrik ya air sungai warna merah sdl kontaminasi timbal
439,Ngeri banget soal malfungsi mobil listrik ini,Negative,ngeri banget malfungsi mobil listrik
440,Gaada yang namanya hijau hijau mobil listrik pun punya polusi saat pembuatannya bahkan lebih banyak menghasilkan co pokoknya energi terbarukan itu BS,Negative,nama hijau hijau mobil listrik polusi buat hasil cowok pokok energi baru
441,Asli mobil listrik kenceng njir torsinny stabil ngeri makannyn sama kek motor2 listrik udh ga ada suara ny tau2 di pinggir bae ampe kgeat,Positive,asli mobil listrik cepat njir torsinny stabil ngeri makannyn motor listrik suara ny tau pinggir bae kgeat
442,Hahahha pemilik mobil listrik tapi keterbatasan listrik,Negative,hahahha milik mobil listrik batas listrik
443,Ini yg bikin gw curiga mobil listrik di G20 itu cuma iklan doang Bukan iklan bagus krn ngga ngurangi jumlah mobil di jalanan kota Dari segi awet belum teruji juga kalo digeber kayak angkot,Negative,bikin curiga mobil listrik iklan iklan bagus ngurangi mobil jalan kota segi awet uji geber angkot
444,Matic aja dah ngeri Please mobil listrik yang manual aja bisa kah,Negative,matic ngeri mohon mobil listrik manual kah
445,Gembargembor invest trus IKN Mobil listrik KACepat MRT Lagi kejar setoran bgt ini negara  Bernegara Berbisnis  ,Negative,gembargembor invest ikn mobil listrik kacepat mrt kejar setor banget negara negara bisnis
446,ya makanya block kalo di tambah buat nge charge mobil listrik lu batu bara yg di bakar makin banyak bong block,Negative,ya block nge charge mobil listrik batu bara bakar bong block
447,mobil listrik cakep cakep bgt ga boong,Positive,mobil listrik cakep cakep banget bohong
448,Cerah untuk bisnis mobil listrik nya ,Negative,cerah bisnis mobil listrik
449,Dunia lg stress krisis perang yg jadi pertanyaan sy mobil listrik yg dipake itu beli apa sewa ya Tujuannya apa ya,Negative,dunia stress krisis perang mobil listrik pakai beli sewa ya tuju ya
450,Wah kereeenSebaiknya Esemka mulai bikin mobil listrikikut menyelamatkan lingkungan manthap Apalagi kalau harganya lebih terjangkau Wuling di Tiongkok harga jualnya dibawah Rp 100juta,Positive,kereeensebaiknya esemka bikin mobil listrikikut selamat lingkung mantap harga jangkau wuling tiongkok harga jual bawah rupiah juta
451,Emang mobilmobil listrik buat VVIP sama delegasi G20 itu beli ya Mobilmobil itu kan dipinjemin jadi itu gratis,Positive,emang mobilmobil listrik vvip delegasi beli ya mobilmobil dipinjemin gratis
452,Nah Pemerintah kan susah merogoh kocek yg dalam bgt kan buat KTT G20 ini nih bahkan sampai beli Mobil listrik ratusan yg ngabisin anggaran triliunan rupiah Perbaikan disana sini sewa banyak hotel bintang lima dsb Harap,Negative,perintah susah rogoh kocek banget ktt nih beli mobil listrik ratus habis anggar triliun rupiah baik sana sewa hotel bintang harap
453,pengen punya mobil listrik,Positive,mobil listrik
454,Emang paling bener beli mobil listrik sama yg traditional manufacture mereka dah tau bikin mobil yang bener bukan bikin AI yg ditaruh di mobil,Negative,emang bener beli mobil listrik traditional manufacture tau bikin mobil bener bikin ai taruh mobil
455,Gagal proyek mobil listrik esemka itu yg bikin gak masuk,Negative,gagal proyek mobil listrik esemka bikin masuk
456,Risiko RI Asal Loncat ke Mobil Listrik Pabrik Tutup dan Pengangguran,Negative,risiko ri loncat mobil listrik pabrik tutup anggur
457,Bu itu mobil patwal nya pakai mobil listrik apa ngak takut kesetrum ya Maklumlah lasekar fang5 hemsem naik nya odongodong,Negative,bu mobil patwal pakai mobil listrik takut setrum ya maklum lasekar fang hemsem odongodong
458,gw cuma suka tesla dari segi mobil listrik nya aja buat ai sih maap ga dulu deh  konyol kalo mati gara2 ai,Negative,suka tesla segi mobil listrik ai sih maap deh konyol mati gara ai
459,Ngeri juga ya kalo mobil listrik ngelag,Negative,ngeri ya mobil listrik ngelag
460,Buat pasar mobil listrik lu om,Negative,pasar mobil listrik om
461,SEREM BGT ANJINGGGGG keinget mobil listrik digas dikit aja bisa ngebut bat,Negative,rem banget anjinggggg mobil listrik gas kebut bat
462,Mobil listrik dan internet ndak ada gunanya buat bersihin lingkungan di tempat saya Malah bikin utang baru,Negative,mobil listrik internet guna bersihin lingkung bikin utang
463,Pabrikan rakitan mobil listrik ada dkt rumah yg owner ny malah di penjara ,Negative,pabrikan rakit mobil listrik rumah owner ny penjara
464,Formula E ga disupport blas pas G20 gaya2 pake mobil listrik ,Negative,formula e disupport blas pas gaya pakai mobil listrik
465,powerbank mobil listrik udah kelar lanjut bus listrik gimana ditunggu jawabannya,Negative,powerbank mobil listrik kelar bus listrik tunggu jawab
466,Elu jalan kaki dong krn pengen naek mobil listrik ga kebagian trus idealis ga mau naek mobil berBBM,Negative,jalan kaki mobil listrik bagi idealis mobil berbbm
467,Yaeyalah orang mayoritas pejabat support mobil listrik Pasti penuh dompet lu,Negative,yaeyalah orang mayoritas jabat support mobil listrik penuh dompet
468,Mobil Listrik serem kalo ErroR,Negative,mobil listrik rem error
469,Berita salah ini gak mungkin segitu banyak mobil listrik disiapin di G20 eh ke rumah sakit malah dilarikan,Negative,berita salah segitu mobil listrik disiapin eh rumah sakit lari
470,Anjay mobil listrik  motor listrik,Negative,anjay mobil listrik motor listrik
471,jadi Joe gak mau pake mobil listrik,Negative,joe pakai mobil listrik
472,Joe Biden gak mau pake mobil listrik,Negative,joe biden pakai mobil listrik
473,Katanya produsen mobillistrik terbesar dunia  Giliran Rumah listrik matipakai lilin  kan DUNGU,Negative,produsen mobillistrik besar dunia gilir rumah listrik matipakai lilin dungu
474,Ku pikir G20 mau beneran nunjukin kalo serius ke mobil listrik ternyata masih ada Hiace dan Alpard ,Negative,ku pikir beneran nunjukin serius mobil listrik hiace alpard
475,Setir tak terkendali mobil listrik jenis tesla membunuh 2 orang amp,Negative,setir kendali mobil listrik jenis tesla bunuh orang amp
476,Dugaan AI nya disabotase masuk akal karena China sendiri lagi gancar produksi mobil listrik,Negative,duga ai sabotase masuk akal china gancar produksi mobil listrik
477,Seharusnya horang kaya pake nih PLTS mobil listrik motor listrikkompor listrik kalo perlu pasangan jg listrik,Negative,horang kaya pakai nih plts mobil listrik motor listrikkompor listrik pasang listrik
478,Bos mobil listrik rumahnya bisa mati listrik juga ya ternyata ,Negative,bos mobil listrik rumah mati listrik ya
479,Teknokogi mobil yg dianggap canggih saat ini baru pake tenaga listrik tp kalo mobil ESEMKA sdh pakai tenaga angin loh,Positive,teknokogi mobil anggap canggih pakai tenaga listrik mobil esemka pakai tenaga angin loh
480,Njirr serem amat mobil listrik bisa konslet gini instrumennya Tesla pulak,Negative,njirr rem mobil listrik konslet instrumen tesla pulak
481,sepertinya wuling air ev sudah sangat diterima masyarakat drpd mobil listrik lain ,Positive,wuling air ev terima masyarakat mobil listrik
482,Mobil listrik buat mereka yang senang dikontrol aja Tau2 mobilnya gak bisa disetir Jalan sendiri otw jurang,Negative,mobil listrik senang kontrol tau mobil setir jalan jalan jurang
483,disabotase oleh China masuk akalmereka kan produsen mobil listrik ,Negative,sabotase china masuk akalmereka produsen mobil listrik
484,Pembatasan ruang demokrasi di G20 merusak citra pemerintah Indonesia di kancah internasional Ditambah riasan palsu transisi energi dg mobil listrik tanpa memperhatikan proses transisi yg bersih amp,Negative,batas ruang demokrasi rusak citra perintah indonesia kancah internasional tambah rias palsu transisi energi mobil listrik perhati proses transisi bersih amp
485,INDONESIA BERPOTENSI JADI RANTAI PASOKAN BATERAI MOBIL LISTRIK,Positive,indonesia potensi rantai pasok baterai mobil listrik
486,Tampil secara virtual di forum B20 Elon Musk memakai batik Sulawesi berwarna hijau Dipilihnya batik ini sebagai simbol wilayah kaya nikel yang jadi kunci pengembangan mobil listrik yang penting untuk Elon Musk,Negative,tampil virtual forum bb elon musk pakai batik sulawesi warna hijau pilih batik simbol wilayah kaya nikel kunci kembang mobil listrik elon musk
487,Kata Batik Bomba Sulteng dipilih untuk karena di sana banyak nikel yang penting bagi mobil listrik Di Sulteng juga akan ada Net Zero Industrial Park dan proyekproyek clean energy lainnya,Positive,batik bomba sulteng pilih nikel mobil listrik sulteng net zero industrial park proyekproyek clean energy
488,Untuk ukuran mobil listrik harganya termasuk murah masih di 200an kalo ga salah mobil listrik termurah selanjutnya di harga 400an cmiiw Tentunya bensin akan tergantikan sama charging Bebas ganjil genap pula Paling ngemodal toll dan parkir,Positive,ukur mobil listrik harga murah an salah mobil listrik murah harga an cmiiw bensin ganti charging bebas ganjil genap ngemodal toll parkir
489,Bukan masalah serius amat atau apa tapi masalah nalar penggunaan logika mobil aja bisa pake listrik berjalan apalagi cuma printer kecil yang bisa fotokopi Makanya otak lo dilatih untuk berpikir,Negative,serius nalar guna logika mobil pakai listrik jalan printer fotokopi otak latih pikir
490,Penasaran sama isi ktt G20 Agak nggak yakin bakalan benerbener mengangkat isu transisi energi kotor ke energi bersih Palingan juga cuma gimmick pamer mobil listrik doang,Negative,penasaran isi ktt benerbener angkat isu transisi energi kotor energi bersih paling gimmick pamer mobil listrik
491,PERCUMA NGOMONG PERIHAL MOBIL LISTRIK SEBAGAI BANGSA YANG ADIL SAJA MASIH GAGAL,Negative,ngomong perihal mobil listrik bangsa adil gagal
492,Seremnya mobil listrik ya begini nih kalau ada malfungsi sistem,Negative,rem mobil listrik ya nih malfungsi sistem
493,mobil listrik airev lalulalang gemes banget terus nggak lama kemudian hyundai ioniq 5 juga lewat GAGAH BANGETTTTT jd pengen beli tp kapan ya,Positive,mobil listrik airev lalulalang gemes banget hyundai ioniq gagah bangettttt beli ya
494,Kemarin pengemudi Grab/Gocar di Bali bilang kecewa kenapa mesti ada status PKKM menghambat kerjaan Dan dari perspektif dia G20 malah kayak ajang iklan mobil listrik Tiongkok sering lihat di jalan ,Negative,kemarin kemudi grabgocar bal bilang kecewa mesti status pkkm hambat kerja perspektif ajang iklan mobil listrik tiongkok lihat jalan
495,Mudah2an setelah G20 selesai tetap dipakai BTW cepet bener pengadaan mobil tsb itu cm pinjaman/ pembelian ya Soalnya kt menkeu untuk pengadaan mobil listrik pejabat pemerintah sj tdk ada duit nya,Negative,mudah selesai pakai ngomong ngomong cepat bener ada mobil cm pinjam beli ya menkeu ada mobil listrik jabat perintah duit
496,Tak usah jambak2an karena pernasaran browsing2 akhirnya jd tahu saya sejarahnya hihi ESEMKA harus buat mobil listrik yg bagus  biar gak pada perang masalah minyak mulu,Negative,jambak nasar browsing sejarah hihi esemka mobil listrik bagus biar perang minyak mulu
497,Hanya Orang Kaya yang Minat Beli Mobil Listrik,Negative,orang kaya minat beli mobil listrik
498,Banyak juga yah hadiah dari KB Bukopin Gak kalengkaleng nih hadiahnya mobil listrik loh bukan mobil biasa,Positive,yah hadiah kb bukopin kalengkaleng nih hadiah mobil listrik loh mobil
499,woi salah denger yg paylater 3x tuh produsen esemka yg nyari investor mobil listrik,Negative,woi salah denger paylater x tuh produsen esemka nyari investor mobil listrik
500,Hapus saja jalur sepeda gak guna mana ada orang Jakarta transportasi pakai sepeda Sepedaan cuma buat rekreasi pas sabtu minggu Kedepan juga motor dan mobil ganti listrik,Negative,hapus jalur sepeda orang jakarta transportasi pakai sepeda sepeda rekreasi pas sabtu minggu depan motor mobil ganti listrik
501,Kalau ada produk dalam Negeri Esemka kenapa menggunakan mobil listrik,Negative,produk negeri esemka mobil listrik
502,Reflection industry masih early dan pembeli kendaraan listrik roda empat saat ini masih di segmen orang kaya yang sudah punya mobil,Positive,reflection industry early beli kendara listrik roda segmen orang kaya mobil
503,Serius amat hidup lo Haha Mobil listrik sudah ada bukti nyata kalau fotocopy keliling,Positive,serius hidup haha mobil listrik bukti nyata fotocopy keliling
504,Selalu big no dgn mobil listrik,Negative,big nomor mobil listrik
505,Owalah narasi mobil listrik,Negative,owalah narasi mobil listrik
506,Biar gak mubazir kayak proyek mobil listrik ini ya om,Negative,biar mubazir proyek mobil listrik ya om
507,Rakyat harus pakai motor/mobil listrik sementara konglomerat memakai jet pribadi,Negative,rakyat pakai motormobil listrik konglomerat pakai jet pribadi
508,Serem juga mobil listrik kalo udh error gabisa dimatiin:,Negative,rem mobil listrik error dimatiin
509,Ga ada jaminan apa Wong orang kalau beli motor listrik bisa cas dirumah Yg dibutuhkan support dr pemerintah agar cakupan mobilitas molis bisa lebih luas,Negative,jamin orang beli motor listrik cas rumah butuh support perintah cakup mobilitas mol luas
510,Idd opo zero emisi bukan asli gagasanya nggak malu mbuuul coba jakarta semua dah mobil motor listrik modar APBD nya lu tahu pajak mobil listrik berapa,Negative,idd zero emisi asli gagasanya malu mbuuul coba jakarta mobil motor listrik modar apbd pajak mobil listrik
511,Utang ke udah dibayar belum Gegayaan mau beli mobil listrik,Negative,utang bayar gegayaan beli mobil listrik
512,Ogah Dipake Joe Biden cs Mobil Listrik Mahal Proyekan G20 Malah Dijajal Buzzer Jokowi Malah Dia Bilang: Kayaknya Boking 1 deh,Negative,ogah pakai joe biden cs mobil listrik mahal proyek jajal buzzer jokowi bilang kayak boking deh
513,ini mobil listrik yg kalian bangga2 kan soal teknologi dan kecanggihan nya?,Negative,mobil listrik bangga teknologi canggih
514,2 Padahal program Zero Emisi adalah programnya Jokowi sehingga digalakan mobil listrik Kenapa tidak gabung dgn prog nasional tapi potong jalur ke asing krn Anis ingin jadi antitesa Jokowi dan kepentingan dana besar sebanyak 2500 T Jadi yg ditawarkan Anis adalah prog Jokowi,Negative,program zero emisi program jokowi gala mobil listrik gabung prog nasional potong jalur asing anis antitesa jokowi penting dana t tawar anis prog jokowi
515,SPKLU di Rest Area Tidak Efektif Buat Mobil Listrik,Negative,spklu rest area efektif mobil listrik
516,Sementara Pemerintah pusat dengan getolnya mobil listrik ini jalur sepeda mau dihilangkan padahal banyak  masyarakat yang bike to work Begini kalau perencanaan nggk mateng satu sisi ada yg kekiri satu sisi ada yg kekanan,Negative,perintah pusat getol mobil listrik jalur sepeda hilang masyarakat bike rencana matang sisi kir sisi kan
517,It was great so much fun there Ngobrol sm sopir2 bus nya katanya batere awet 6 jam perjalanan,Positive,it was great much fun there ngobrol sopir bus batere awet jam jalan
518,Teknologi masa dpan ya Formula E bukan Formula 1Semua negara berlomba mengembangakan mobil listrik sedangkan INA berlomba lomba menjual nikel dgn harga murah memperkaya china dgn memonopoli hak penambangan nikelkita berharap transfer ilmu dar,Negative,teknologi dpan ya formula e formula negara lomba mengembangakan mobil listrik ina lomba lomba jual nikel harga murah kaya china monopoli hak tambang nikelkita harap transfer ilmu dar
519,"Gayanya mau booking satu beli mobil pakai BBM aja masih mikir evesiensinya, rakyat indonesia itu hanya 2 yg infrastruktur listrik rumahnya memadai utk fast charging mobil listrik",Negative,gaya booking beli mobil pakai bbm berfikir evesiensinya rakyat indonesia infrastruktur listrik rumah pada fast charging mobil listrik
520,Mandang fisik Emang mba nya setinggi apa Tiang gawang tiang listrikatau setinggi mobil box Eh canda yaa mba ,Negative,mandang fisik emang mbak tiang gawang tiang listrikatau mobil box eh canda yaa mbak
521,sorry kan mobil listrik,Negative,sorry mobil listrik
522,HalahGk usah dbkin rumitWong Anies cm brbgi pnglman aj gmn caranya mngmbngkn trnsportsi massa yg trintegrasi dn jg kbrlngsungannya trutma yg bs mngurangi polusi yaitu mobil tenaga li,Negative,halahgk dbkin rumitwong anies cm brbgi pnglman mngmbngkn trnsportsi massa trintegrasi kbrlngsungannya trutma mngurangi polusi mobil tenaga li
523,Itu bukan balapan tamiya Mas,Negative,balap tamiya mas
524,Dari pda buat beli mobil ghoibmnding buat beli token listrik bangtoken listrik saya sudah  tettttettttettt,Negative,beli mobil ghoibmnding beli token listrik bangtoken listrik tettttettttettt
525,300 mobil listrik di G20 widih mantappp,Positive,mobil listrik widih mantappp
526,Produsen lain gak bisa masuk Susah banget Paling kalo ada juga nyasarnya market yg niche kayak Viar awalnya kan cuma motor buat logistik ringan Selis dulu awalnya cuma bikin skuter listrik,Negative,produsen masuk susah banget nyasarnya market niche viar motor logistik ringan sel bikin skuter listrik
527,Saya gak punya mobil listrik pak tapi saya dukung sepenuh hati G20 semoga lancarr,Positive,mobil listrik dukung sepenuh hati moga lancarr
528,Keren nih pemerintah siapkan mobil listrik untuk G20,Positive,keren nih perintah siap mobil listrik
529,Wah keren banget nih mobil listrik bakal dipakai di acara G20 dibali Menggokil maju terus indonesiaku,Positive,keren banget nih mobil listrik pakai acara bal menggokil maju indonesia
530,Trus di bali nya ngomongin climate change campaign new and renewables energy mobil listrik target zero carbon ,Positive,bal ngomongin climate change campaign new and renewables energy mobil listrik target zero carbon
531,Masalahnya anak pak de nolak mobil listrik,Negative,anak de tolak mobil listrik
532,Lo Pikir Bikin Mobil Listrik Cukup DiGas Jalan Doang Seperti Bom Bom Car di Dufan,Negative,pikir bikin mobil listrik gas jalan bom bom car dufan
533,Marketing jualan mobil listrik,Negative,marketing jual mobil listrik
534,Tidak usahlah banyak bacot dgn narasi yang dunguuuuu pasarkan segera produk dalam negri sebelum Hiundai mengambil alih pasar tanah air apalagi pak Jokowi sudah teken Perpres tentang mobil dinas baru dgn mobil listrik Hiundai,Negative,usah bacot narasi dunguuuuu pasar produk negeri hiundai ambil alih pasar tanah air jokowi teken pres mobil dinas mobil listrik hiundai
535,Serap lap kerja yg bnyakstabilitas ekonomi buat rakyt sehingga bnyak rakyt naik pbdapatan Hrga mobil listrik berapapun bisa dijangkau ngurus urusan ekonomi rakyt ja bisanya meres rakyt teruslalu pamer gaya gayaan Itu nmanya utamakan,Negative,serap lap kerja bnyakstabilitas ekonomi rakyt bnyak rakyt pbdapatan harga mobil listrik jangkau ngurus urus ekonomi rakyt bisa meres rakyt teruslalu pamer gaya gaya nama utama
536,Org cina daratan tdk bangga dgn mobil wuling sebab tahu mesinnya buatan AS GM Termsk mobil listrik tesla pabriknya di cina milik elon musk Tanya mobil esmka mesin originilnya apa,Negative,orang cina darat bangga mobil wuling mesin buat as gm termsk mobil listrik tesla pabrik cina milik elon musk mobil esmka mesin originilnya
537,Jadi pengusaha mobil listrik xixi,Positive,usaha mobil listrik xixi
538,Semoga Indonesia semakin jaya,Positive,moga indonesia jaya
539,dari 20 ke full charge cuman abis 23ribu rupiah di tagihan listrik Asli ternyata murah poll dibanding motor sekalipun,Positive,full charge habis ribu rupiah tagih listrik asli murah poll banding motor
540,setuju mending kasih karpet merah ke Hyundai dan perusahaan lain dr China / Jepang yg sdh lama invest di Indonesia Hyundai sy yakin dimasa depan akan jadi pemain kunci mobil listrik paling tdk di Indonesia atau di Asia,Positive,tuju mending kasih karpet merah hyundai usaha china jepang invest indonesia hyundai masa main kunci mobil listrik indonesia asia
541,Pak mending harga pupuk aja dulu gak usah mobil listrik,Negative,mending harga pupuk mobil listrik
542,Esemka rebadge mobil China power bank listrik ini nipu atau beneran penemuan canggih ,Negative,esemka rebadge mobil china power bank listrik nipu beneran temu canggih
543,Anis ketemu Bloomberg Mei Juni udara Jakarta masih terburuk didunia Itu bukti bahwa Anis jualan program Jokowi zero emisi dengan galakan mobil listrik,Negative,anis ketemu bloomberg mei juni udara jakarta buruk dunia bukti anis jual program jokowi zero emisi gala mobil listrik
544,Keren banget mobil listrik di G20,Positive,keren banget mobil listrik
545,Yang penting kan para pemimpinnya pake mobil listrik ,Negative,pimpin pakai mobil listrik
546,Bagus sih mobil listrik feelingku sih gak jauh beda kayak IOnic sama ionic 5 range di harga 700800 an,Positive,bagus sih mobil listrik feelingku sih beda ionic ionic range harga an
547,Full mobil listrik inilah iringiringan penjemputan tamu negara,Positive,full mobil listrik iringiringan jemput tamu negara
548,Sayangnya mobil listrik yg digunakan bukan produksi Indonesia,Negative,sayang mobil listrik produksi indonesia
549,mobil listrik bener menekan emisi karbon tapi private jet jeboll,Negative,mobil listrik bener tekan emisi karbon private jet jeboll
550,Luar biasa :Karena dikantongnya ada 11000 Triliungak ngutang ke Luar negriIndosat berhasil di beli kembali10Juta Pengangguran berhasil dihilangkangak ada Inport2Mobil ESEMKA suksessdh gak ada guru honorer Krn sdh jd PNSBBMListrikb,Negative,kantong triliungak hutang negriindosat hasil beli kembalijuta anggur hasil dihilangkangak inportmobil esemka suksessdh guru honorer pnsbbmlistrikb
551,Ketimbang mengharap Tesla bangun pabrik di Indonesia kenapa sih gak dorong aja itu pabrik2 yg sdh ada di Indonesia dari brand2 otomotif yg sudah mapan macam Toyota Daihatsu Suzuki Hyundai etc utk bikin mobil listrik di Indonesia Jauh,Negative,ketimbang harap tesla bangun pabrik indonesia sih dorong pabrik indonesia brand otomotif mapan toyota daihatsu suzuki hyundai lain bikin mobil listrik indonesia
552,ga usah banyak tingkah bisa gasiee balik bikin mobil listrik aja sana,Negative,tingkah gasiee bikin mobil listrik
553,Bagus ya mobil esemka garuda Kok ga pake ini buat mobil pejabat2 si om Katanya cintai produk dalam negeri tp kok mau beli mobil listrik buatan luar Apa krn bukan merk Alcatel ya om,Negative,bagus ya mobil esemka garuda pakai mobil jabat si om cinta produk negeri beli mobil listrik buat merk alcatel ya om
554,Kira2 cocok nanti mobdin TNI pakai mobil listrik Krn pejabat dilarang beli mobil bensin  ada inpresx loh pejabat hrs beli mobil dinas listrik We wait and see,Negative,cocok mobdin tni pakai mobil listrik jabat larang beli mobil bensin inpresx loh jabat beli mobil dinas listrik we tunggu and see
555,Lon mnding balik bikin mobil listrik,Negative,lon mending bikin mobil listrik
556,Keren ni pasti mobil listrik buatan indonesia,Positive,keren ni mobil listrik buat indonesia
557,mang elon ges paling bener ngajualan mobil we beh rada hade bahan bakar na ku batu tong ku listrik,Negative,mang elon ges bener ngajualan mobil we beh rada hade bahan bakar na ku batu tong ku listrik
558,Alhamdulillah akhirnya insyaaAlloh ada juga bagian gw mobil esemka gratisan tp gw mau yg listrik ya secara dicolok ke pohon pisang dekat rumah gw kan bisa ngecharge soalnya kalau ngarepin bbm turun belum jelas iyakan pak esemka,Negative,alhamdulillah insyaaalloh mobil esemka gratis listrik ya colok pohon pisang rumah ngecharge harap bbm turun iya esemka
559,Sibodoh dan lamban emang punya proyek mobil listrik,Negative,sibodoh lamban emang proyek mobil listrik
560,Padahal SEPEDA adalah cara terbaik dalam menghemat ENERGI daripada harus beli MOTOR LISTRIK atau MOBIL LISTRIK tolong waraskan otaak,Negative,sepeda baik hemat energi beli motor listrik mobil listrik tolong waras otaak
561,INI PREDIKSI SAYA : ALIBINYA SUBSIDI DIALIHKAN UNTUK BELI MOBIL DINAS YANG LISTRIK JUAL TEMA RAMAH LINGKUNGAN SEPERTI KALIAN KETAHUI MENKEU BILANG NGGAK ADA DUIT JADI YA APBD SOLUSINYA YANG DIUNTUNGKAN OLIGARKI ADA PROYEK BARU MOBIL ATAU MO,Negative,prediksi alibi subsidi alih beli mobil dinas listrik jual tema ramah lingkung tahu menkeu bilang duit ya apbd solusi untung oligarki proyek mobil
562,Mobil listrik itu bernama Smart Electric Vehicle of Ahmad Dahlan SEVADA 1,Positive,mobil listrik nama smart electric vehicle of ahmad dahlan sevada
563,Sy msh mendambakan ada mobil listrik merk dan buatan Indonesia,Positive,damba mobil listrik merk buat indonesia
564,Yg inden 6000 yg bayar ga ada cuannya ngutangmalah jadi sales mobil listrik wk wk wk,Negative,inden bayar cuannya ngutangmalah sales mobil listrik wk wk wk
